"date","home_team","away_team","team","scorer","minute","own_goal","penalty"
"1996-11-10","Turkey","San Marino","Turkey","Oktay Derelioğlu",38,false,false
"1996-11-10","Turkey","San Marino","Turkey","Oktay Derelioğlu",51,false,false
"1996-11-10","Turkey","San Marino","Turkey","Hakan Şükür",56,false,false
"1996-11-10","Turkey","San Marino","Turkey","Oktay Derelioğlu",59,false,false
"1996-11-10","Turkey","San Marino","Turkey","Hakan Şükür",63,false,false
"1996-11-10","Turkey","San Marino","Turkey","Ertuğrul Sağlam",81,false,false
"1996-11-13","Spain","Slovakia","Spain","Juan Antonio Pizzi",31,false,false
"1996-11-13","Spain","Slovakia","Slovakia","Dušan Tittel",39,false,false
"1996-11-13","Spain","Slovakia","Spain","Guillermo Amor",47,false,false
"1996-11-13","Spain","Slovakia","Spain","Luis Enrique",51,false,false
"1996-11-13","Spain","Slovakia","Spain","Fernando Hierro",62,false,false
"1996-12-14","Belgium","Netherlands","Netherlands","Dennis Bergkamp",24,false,false
"1996-12-14","Belgium","Netherlands","Netherlands","Clarence Seedorf",29,false,false
"1996-12-14","Belgium","Netherlands","Netherlands","Wim Jonk",89,false,true
"1996-12-14","Cyprus","Bulgaria","Bulgaria","Emil Kostadinov",23,false,false
"1996-12-14","Cyprus","Bulgaria","Cyprus","Pambos Pittas",29,false,false
"1996-12-14","Cyprus","Bulgaria","Bulgaria","Krasimir Balakov",34,false,false
"1996-12-14","Cyprus","Bulgaria","Bulgaria","Ilian Iliev",70,false,false
"1996-12-14","North Macedonia","Romania","Romania","Gheorghe Popescu",36,false,false
"1996-12-14","North Macedonia","Romania","Romania","Gheorghe Popescu",45,false,false
"1996-12-14","North Macedonia","Romania","Romania","Gheorghe Popescu",90,false,true
"1996-12-14","Northern Ireland","Albania","Northern Ireland","Iain Dowie",12,false,false
"1996-12-14","Northern Ireland","Albania","Northern Ireland","Iain Dowie",21,false,false
"1996-12-14","Spain","Serbia","Spain","Pep Guardiola",19,false,false
"1996-12-14","Spain","Serbia","Spain","Raúl",37,false,false
"1996-12-18","Malta","Spain","Spain","Julen Guerrero",8,false,false
"1996-12-18","Malta","Spain","Spain","Julen Guerrero",26,false,false
"1996-12-18","Malta","Spain","Spain","Julen Guerrero",33,false,false
"1997-02-12","England","Italy","Italy","Gianfranco Zola",19,false,false
"1997-02-12","Spain","Malta","Spain","Pep Guardiola",25,false,false
"1997-02-12","Spain","Malta","Spain","Alfonso Pérez",40,false,false
"1997-02-12","Spain","Malta","Spain","Alfonso Pérez",47,false,false
"1997-02-12","Spain","Malta","Spain","Juan Antonio Pizzi",89,false,false
"1997-03-29","Albania","Ukraine","Ukraine","Serhii Rebrov",40,false,false
"1997-03-29","Croatia","Denmark","Croatia","Davor Šuker",49,false,false
"1997-03-29","Croatia","Denmark","Denmark","Brian Laudrup",82,false,false
"1997-03-29","Italy","Moldova","Italy","Paolo Maldini",24,false,false
"1997-03-29","Italy","Moldova","Italy","Gianfranco Zola",45,false,false
"1997-03-29","Italy","Moldova","Italy","Christian Vieri",50,false,false
"1997-03-29","Netherlands","San Marino","Netherlands","Patrick Kluivert",44,false,false
"1997-03-29","Netherlands","San Marino","Netherlands","Frank de Boer",58,false,false
"1997-03-29","Netherlands","San Marino","Netherlands","Pierre van Hooijdonk",82,false,false
"1997-03-29","Netherlands","San Marino","Netherlands","Frank de Boer",90,false,false
"1997-03-29","Romania","Liechtenstein","Romania","Viorel Moldovan",10,false,false
"1997-03-29","Romania","Liechtenstein","Romania","Gheorghe Popescu",28,false,false
"1997-03-29","Romania","Liechtenstein","Romania","Gheorghe Popescu",30,false,false
"1997-03-29","Romania","Liechtenstein","Romania","Gheorghe Hagi",47,false,false
"1997-03-29","Romania","Liechtenstein","Romania","Dan Petrescu",48,false,false
"1997-03-29","Romania","Liechtenstein","Romania","Gheorghe Popescu",68,false,false
"1997-03-29","Romania","Liechtenstein","Romania","Gheorghe Craioveanu",71,false,false
"1997-03-29","Romania","Liechtenstein","Romania","Gheorghe Popescu",88,false,false
"1997-03-29","Scotland","Estonia","Scotland","Tom Boyd",25,false,false
"1997-03-29","Scotland","Estonia","Scotland","Janek Meet",52,true,false
"1997-03-29","Wales","Belgium","Belgium","Bertrand Crasson",24,false,false
"1997-03-29","Wales","Belgium","Belgium","Lorenzo Staelens",45,false,false
"1997-03-29","Wales","Belgium","Wales","Gary Speed",60,false,false
"1997-03-31","Malta","Slovakia","Slovakia","Tibor Jančula",38,false,false
"1997-03-31","Malta","Slovakia","Slovakia","Dušan Tittel",90,false,false
"1997-04-02","Azerbaijan","Finland","Finland","Jari Litmanen",26,false,false
"1997-04-02","Azerbaijan","Finland","Finland","Mixu Paatelainen",64,false,false
"1997-04-02","Azerbaijan","Finland","Azerbaijan","Nazim Suleymanov",83,false,true
"1997-04-02","Bosnia and Herzegovina","Greece","Greece","Kostas Frantzeskos",73,false,false
"1997-04-02","Bulgaria","Cyprus","Bulgaria","Daniel Borimirov",2,false,false
"1997-04-02","Bulgaria","Cyprus","Bulgaria","Emil Kostadinov",35,false,false
"1997-04-02","Bulgaria","Cyprus","Bulgaria","Emil Kostadinov",45,false,false
"1997-04-02","Bulgaria","Cyprus","Cyprus","Ioannis Okkas",62,false,false
"1997-04-02","Bulgaria","Cyprus","Bulgaria","Ivaylo Yordanov",66,false,false
"1997-04-02","Croatia","Slovenia","Croatia","Robert Prosinečki",33,false,false
"1997-04-02","Croatia","Slovenia","Croatia","Zvonimir Boban",43,false,false
"1997-04-02","Croatia","Slovenia","Slovenia","Primož Gliha",45,false,false
"1997-04-02","Croatia","Slovenia","Croatia","Zvonimir Boban",60,false,false
"1997-04-02","Croatia","Slovenia","Slovenia","Primož Gliha",65,false,false
"1997-04-02","Croatia","Slovenia","Slovenia","Primož Gliha",66,false,false
"1997-04-02","Czech Republic","Serbia","Serbia","Predrag Mijatović",28,false,false
"1997-04-02","Czech Republic","Serbia","Czech Republic","Radek Bejbl",75,false,false
"1997-04-02","Czech Republic","Serbia","Serbia","Savo Milošević",90,false,false
"1997-04-02","Lithuania","Romania","Romania","Viorel Moldovan",73,false,false
"1997-04-02","North Macedonia","Republic of Ireland","Republic of Ireland","Alan McLoughlin",8,false,false
"1997-04-02","North Macedonia","Republic of Ireland","North Macedonia","Mitko Stojkovski",28,false,false
"1997-04-02","North Macedonia","Republic of Ireland","North Macedonia","Mitko Stojkovski",44,false,true
"1997-04-02","North Macedonia","Republic of Ireland","North Macedonia","Gjorgji Hristov",59,false,false
"1997-04-02","North Macedonia","Republic of Ireland","Republic of Ireland","David Kelly",78,false,false
"1997-04-02","Scotland","Austria","Scotland","Kevin Gallacher",25,false,false
"1997-04-02","Scotland","Austria","Scotland","Kevin Gallacher",78,false,false
"1997-04-02","Turkey","Netherlands","Turkey","Hakan Şükür",53,false,false
"1997-04-02","Ukraine","Northern Ireland","Ukraine","Vitaliy Kosovskyi",3,false,false
"1997-04-02","Ukraine","Northern Ireland","Northern Ireland","Iain Dowie",14,false,true
"1997-04-02","Ukraine","Northern Ireland","Ukraine","Andriy Shevchenko",70,false,false
"1997-04-30","Austria","Estonia","Austria","Ivica Vastić",48,false,false
"1997-04-30","Austria","Estonia","Austria","Peter Stöger",87,false,false
"1997-04-30","Denmark","Slovenia","Denmark","Allan Nielsen",3,false,false
"1997-04-30","Denmark","Slovenia","Denmark","Per Pedersen",28,false,false
"1997-04-30","Denmark","Slovenia","Denmark","Brian Laudrup",50,false,false
"1997-04-30","Denmark","Slovenia","Denmark","Allan Nielsen",55,false,false
"1997-04-30","England","Georgia","England","Teddy Sheringham",42,false,false
"1997-04-30","England","Georgia","England","Alan Shearer",90,false,false
"1997-04-30","Greece","Croatia","Croatia","Davor Šuker",74,false,false
"1997-04-30","Italy","Poland","Italy","Roberto Di Matteo",24,false,false
"1997-04-30","Italy","Poland","Italy","Paolo Maldini",36,false,false
"1997-04-30","Italy","Poland","Italy","Roberto Baggio",62,false,false
"1997-04-30","Latvia","Belarus","Latvia","Jurijs Ševļakovs",36,false,false
"1997-04-30","Latvia","Belarus","Latvia","Jurijs Ševļakovs",83,false,false
"1997-04-30","Liechtenstein","Lithuania","Lithuania","Edgaras Jankauskas",66,false,false
"1997-04-30","Liechtenstein","Lithuania","Lithuania","Tomas Ražanauskas",89,false,false
"1997-04-30","Malta","Faroe Islands","Malta","Stefan Sultana",8,false,false
"1997-04-30","Malta","Faroe Islands","Faroe Islands","Øssur Hansen",60,false,false
"1997-04-30","Malta","Faroe Islands","Faroe Islands","Todi Jónsson",89,false,false
"1997-04-30","Norway","Finland","Finland","Antti Sumiala",60,false,false
"1997-04-30","Norway","Finland","Norway","Ole Gunnar Solskjær",83,false,false
"1997-04-30","Romania","Republic of Ireland","Romania","Adrian Ilie",33,false,false
"1997-04-30","San Marino","Netherlands","Netherlands","Dennis Bergkamp",40,false,false
"1997-04-30","San Marino","Netherlands","Netherlands","Aron Winter",62,false,false
"1997-04-30","San Marino","Netherlands","Netherlands","Pierre van Hooijdonk",69,false,false
"1997-04-30","San Marino","Netherlands","Netherlands","Frank de Boer",73,false,false
"1997-04-30","San Marino","Netherlands","Netherlands","John Bosman",83,false,false
"1997-04-30","San Marino","Netherlands","Netherlands","Dennis Bergkamp",88,false,false
"1997-04-30","Serbia","Spain","Spain","Fernando Hierro",19,false,true
"1997-04-30","Serbia","Spain","Serbia","Predrag Mijatović",87,false,true
"1997-04-30","Sweden","Scotland","Sweden","Kennet Andersson",43,false,false
"1997-04-30","Sweden","Scotland","Sweden","Kennet Andersson",63,false,false
"1997-04-30","Sweden","Scotland","Scotland","Kevin Gallacher",83,false,false
"1997-04-30","Switzerland","Hungary","Switzerland","Kubilay Türkyilmaz",83,false,false
"1997-04-30","Turkey","Belgium","Belgium","Luís Oliveira",14,false,false
"1997-04-30","Turkey","Belgium","Belgium","Luís Oliveira",32,false,false
"1997-04-30","Turkey","Belgium","Turkey","Oktay Derelioğlu",35,false,false
"1997-04-30","Turkey","Belgium","Belgium","Luís Oliveira",45,false,false
"1997-05-07","Ukraine","Armenia","Ukraine","Andriy Shevchenko",6,false,false
"1997-05-07","Ukraine","Armenia","Armenia","Artur Petrosyan",77,false,false
"1997-05-18","Estonia","Latvia","Estonia","Indrek Zelinski",5,false,false
"1997-05-18","Estonia","Latvia","Latvia","Vladimirs Babičevs",53,false,false
"1997-05-18","Estonia","Latvia","Latvia","Aleksandrs Jeļisejevs",80,false,false
"1997-05-18","Estonia","Latvia","Latvia","Marek Lemsalu",87,true,false
"1997-05-21","Republic of Ireland","Liechtenstein","Republic of Ireland","David Connolly",28,false,false
"1997-05-21","Republic of Ireland","Liechtenstein","Republic of Ireland","David Connolly",34,false,false
"1997-05-21","Republic of Ireland","Liechtenstein","Republic of Ireland","David Connolly",41,false,false
"1997-05-21","Republic of Ireland","Liechtenstein","Republic of Ireland","Tony Cascarino",61,false,false
"1997-05-21","Republic of Ireland","Liechtenstein","Republic of Ireland","Tony Cascarino",80,false,false
"1997-05-31","Poland","England","England","Alan Shearer",5,false,false
"1997-05-31","Poland","England","England","Teddy Sheringham",90,false,false
"1997-06-07","Belgium","San Marino","Belgium","Lorenzo Staelens",15,false,false
"1997-06-07","Belgium","San Marino","Belgium","Eric Van Meir",26,false,false
"1997-06-07","Belgium","San Marino","Belgium","Émile Mpenza",27,false,false
"1997-06-07","Belgium","San Marino","Belgium","Luís Oliveira",33,false,false
"1997-06-07","Belgium","San Marino","Belgium","Émile Mpenza",45,false,false
"1997-06-07","Belgium","San Marino","Belgium","Lorenzo Staelens",84,false,false
"1997-06-07","Georgia","Moldova","Georgia","Shota Arveladze",27,false,false
"1997-06-07","Georgia","Moldova","Georgia","Georgi Kinkladze",51,false,false
"1997-06-07","North Macedonia","Iceland","North Macedonia","Gjorgji Hristov",54,false,false
"1997-06-07","Portugal","Albania","Portugal","João Vieira Pinto",14,false,false
"1997-06-07","Portugal","Albania","Portugal","Luís Figo",70,false,false
"1997-06-08","Belarus","Scotland","Scotland","Gary McAllister",49,false,true
"1997-06-08","Bulgaria","Luxembourg","Bulgaria","Hristo Stoichkov",43,false,true
"1997-06-08","Bulgaria","Luxembourg","Bulgaria","Emil Kostadinov",47,false,false
"1997-06-08","Bulgaria","Luxembourg","Bulgaria","Krasimir Balakov",50,false,true
"1997-06-08","Bulgaria","Luxembourg","Bulgaria","Yordan Letchkov",81,false,false
"1997-06-08","Denmark","Bosnia and Herzegovina","Denmark","Marc Rieper",67,false,false
"1997-06-08","Denmark","Bosnia and Herzegovina","Denmark","Miklos Molnar",89,false,false
"1997-06-08","Estonia","Sweden","Sweden","Martin Dahlin",14,false,false
"1997-06-08","Estonia","Sweden","Sweden","Pär Zetterberg",53,false,true
"1997-06-08","Estonia","Sweden","Sweden","Kennet Andersson",71,false,false
"1997-06-08","Estonia","Sweden","Estonia","Andres Oper",74,false,false
"1997-06-08","Estonia","Sweden","Estonia","Marko Kristal",84,false,false
"1997-06-08","Faroe Islands","Malta","Faroe Islands","Uni Arge",7,false,false
"1997-06-08","Faroe Islands","Malta","Faroe Islands","Todi Jónsson",42,false,false
"1997-06-08","Faroe Islands","Malta","Malta","Gilbert Agius",48,false,false
"1997-06-08","Finland","Azerbaijan","Finland","Jari Vanhala",60,false,false
"1997-06-08","Finland","Azerbaijan","Finland","Jari Litmanen",65,false,false
"1997-06-08","Finland","Azerbaijan","Finland","Antti Sumiala",82,false,false
"1997-06-08","Hungary","Norway","Norway","Petter Rudi",9,false,false
"1997-06-08","Hungary","Norway","Hungary","Zoltán Kovács",22,false,false
"1997-06-08","Latvia","Austria","Austria","Andreas Heraf",55,false,false
"1997-06-08","Latvia","Austria","Austria","Toni Polster",81,false,false
"1997-06-08","Latvia","Austria","Austria","Peter Stöger",82,false,false
"1997-06-08","Latvia","Austria","Latvia","Vitālijs Astafjevs",88,false,false
"1997-06-08","Serbia","Slovakia","Serbia","Dejan Savićević",17,false,false
"1997-06-08","Serbia","Slovakia","Serbia","Predrag Mijatović",75,false,false
"1997-06-08","Spain","Czech Republic","Spain","Fernando Hierro",41,false,true
"1997-06-14","Poland","Georgia","Georgia","Shota Arveladze",24,false,false
"1997-06-14","Poland","Georgia","Poland","Adam Ledwoń",32,false,false
"1997-06-14","Poland","Georgia","Poland","Mirosław Trzeciak",34,false,false
"1997-06-14","Poland","Georgia","Poland","Krzysztof Bukalski",74,false,true
"1997-06-14","Poland","Georgia","Poland","Krzysztof Nowak",90,false,false
"1997-08-20","Belarus","Sweden","Belarus","Sergei Gurenko",38,false,false
"1997-08-20","Belarus","Sweden","Sweden","Kennet Andersson",74,false,false
"1997-08-20","Belarus","Sweden","Sweden","Pär Zetterberg",84,false,false
"1997-08-20","Bosnia and Herzegovina","Denmark","Bosnia and Herzegovina","Edin Mujčin",19,false,false
"1997-08-20","Bosnia and Herzegovina","Denmark","Bosnia and Herzegovina","Elvir Bolić",25,false,false
"1997-08-20","Bosnia and Herzegovina","Denmark","Bosnia and Herzegovina","Elvir Bolić",35,false,false
"1997-08-20","Czech Republic","Faroe Islands","Czech Republic","Pavel Kuka",15,false,false
"1997-08-20","Czech Republic","Faroe Islands","Czech Republic","Luboš Kozel",26,false,false
"1997-08-20","Estonia","Austria","Austria","Toni Polster",47,false,false
"1997-08-20","Estonia","Austria","Austria","Toni Polster",69,false,false
"1997-08-20","Estonia","Austria","Austria","Toni Polster",90,false,false
"1997-08-20","Finland","Norway","Norway","Ståle Solbakken",9,false,false
"1997-08-20","Finland","Norway","Norway","Petter Rudi",12,false,false
"1997-08-20","Finland","Norway","Norway","Jostein Flo",48,false,false
"1997-08-20","Finland","Norway","Norway","Tore André Flo",84,false,false
"1997-08-20","Hungary","Switzerland","Hungary","László Klausz",52,false,false
"1997-08-20","Hungary","Switzerland","Switzerland","Stéphane Chapuisat",90,false,false
"1997-08-20","Liechtenstein","Iceland","Iceland","Einar Daníelsson",28,false,false
"1997-08-20","Liechtenstein","Iceland","Iceland","Brynjar Gunnarsson",40,false,false
"1997-08-20","Liechtenstein","Iceland","Iceland","Sigurður Jónsson",62,false,false
"1997-08-20","Liechtenstein","Iceland","Iceland","Tryggvi Guðmundsson",63,false,false
"1997-08-20","Portugal","Armenia","Portugal","Domingos Paciência",23,false,false
"1997-08-20","Portugal","Armenia","Portugal","Luís Figo",31,false,false
"1997-08-20","Portugal","Armenia","Armenia","Éric Assadourian",46,false,false
"1997-08-20","Portugal","Armenia","Portugal","Pedro Barbosa",55,false,false
"1997-08-20","Romania","North Macedonia","Romania","Viorel Moldovan",36,false,false
"1997-08-20","Romania","North Macedonia","Romania","Constantin Gâlcă",40,false,false
"1997-08-20","Romania","North Macedonia","North Macedonia","Miroslav Gjokić",52,false,false
"1997-08-20","Romania","North Macedonia","Romania","Ilie Dumitrescu",66,false,false
"1997-08-20","Romania","North Macedonia","Romania","Viorel Moldovan",68,false,false
"1997-08-20","Romania","North Macedonia","North Macedonia","Miroslav Gjokić",90,false,false
