"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral","winning_team","draw"
"1974-05-18","Scotland","England",2,0,"British Home Championship","Glasgow","Scotland",false,"Scotland",0
"1974-05-18","Wales","Northern Ireland",1,0,"British Home Championship","Wrexham","Wales",false,"Wales",0
"1974-05-29","Romania","Greece",3,1,"Balkan Cup","Bucharest","Romania",false,"Romania",0
"1974-06-01","Belgium","Scotland",2,1,"Friendly","Bruges","Belgium",false,"Belgium",0
"1974-06-01","Bulgaria","England",0,1,"Friendly","Sofia","Bulgaria",false,"England",0
"1974-06-03","Denmark","Sweden",0,2,"Nordic Championship","Copenhagen","Denmark",false,"Sweden",0
"1974-06-05","Netherlands","Romania",0,0,"Friendly","Rotterdam","Netherlands",false,"draw",1
"1974-06-06","Finland","Denmark",1,1,"Nordic Championship","Oulu","Finland",false,"draw",1
"1974-06-06","Norway","Scotland",1,2,"Friendly","Oslo","Norway",false,"Scotland",0
"1974-06-08","Austria","Italy",0,0,"Friendly","Vienna","Austria",false,"draw",1
"1974-06-09","Sweden","Switzerland",0,0,"Friendly","Malmö","Sweden",false,"draw",1
"1974-06-15","Sweden","Bulgaria",0,0,"FIFA World Cup","Düsseldorf","Germany",true,"draw",1
"1974-06-19","Netherlands","Sweden",0,0,"FIFA World Cup","Dortmund","Germany",true,"draw",1
"1974-06-23","Bulgaria","Netherlands",1,4,"FIFA World Cup","Dortmund","Germany",true,"Netherlands",0
"1974-06-23","Poland","Italy",2,1,"FIFA World Cup","Stuttgart","Germany",true,"Poland",0
"1974-06-26","Sweden","Poland",0,1,"FIFA World Cup","Stuttgart","Germany",true,"Poland",0
"1974-07-03","Faroe Islands","Iceland",2,3,"Friendly","Tórshavn","Faroe Islands",false,"Iceland",0
"1974-08-08","Sweden","Norway",2,1,"Nordic Championship","Gothenburg","Sweden",false,"Sweden",0
"1974-08-15","Norway","Finland",1,2,"Nordic Championship","Oslo","Norway",false,"Finland",0
"1974-08-19","Iceland","Finland",2,2,"Friendly","Reykjavík","Iceland",false,"draw",1
"1974-09-01","Finland","Poland",1,2,"UEFA Euro qualification","Helsinki","Finland",false,"Poland",0
"1974-09-04","Austria","Wales",2,1,"UEFA Euro qualification","Vienna","Austria",false,"Austria",0
"1974-09-04","Norway","Northern Ireland",2,1,"UEFA Euro qualification","Oslo","Norway",false,"Norway",0
"1974-09-04","Sweden","Netherlands",1,5,"Friendly","Solna","Sweden",false,"Netherlands",0
"1974-09-07","Poland","France",0,2,"Friendly","Wrocław","Poland",false,"France",0
"1974-09-08","Iceland","Belgium",0,2,"UEFA Euro qualification","Reykjavík","Iceland",false,"Belgium",0
"1974-09-25","Bulgaria","Romania",0,0,"Friendly","Sofia","Bulgaria",false,"draw",1
"1974-09-25","Denmark","Spain",1,2,"UEFA Euro qualification","Copenhagen","Denmark",false,"Spain",0
"1974-09-25","Finland","Netherlands",1,3,"UEFA Euro qualification","Helsinki","Finland",false,"Netherlands",0
"1974-09-28","Austria","Hungary",1,0,"Friendly","Vienna","Austria",false,"Austria",0
"1974-10-09","Denmark","Iceland",2,1,"Friendly","Aalborg","Denmark",false,"Denmark",0
"1974-10-09","Netherlands","Switzerland",1,0,"Friendly","Rotterdam","Netherlands",false,"Netherlands",0
"1974-10-09","Poland","Finland",3,0,"UEFA Euro qualification","Poznań","Poland",false,"Poland",0
"1974-10-12","Belgium","France",2,1,"UEFA Euro qualification","Brussels","Belgium",false,"Belgium",0
"1974-10-13","Bulgaria","Greece",3,3,"UEFA Euro qualification","Sofia","Bulgaria",false,"draw",1
"1974-10-13","Denmark","Romania",0,0,"UEFA Euro qualification","Copenhagen","Denmark",false,"draw",1
"1974-10-13","Luxembourg","Hungary",2,4,"UEFA Euro qualification","Luxembourg","Luxembourg",false,"Hungary",0
"1974-10-30","Sweden","Northern Ireland",0,2,"UEFA Euro qualification","Solna","Sweden",false,"Northern Ireland",0
"1974-10-30","Wales","Hungary",2,0,"UEFA Euro qualification","Cardiff","Wales",false,"Wales",0
"1974-11-10","Bulgaria","Hungary",0,0,"Friendly","Varna","Bulgaria",false,"draw",1
"1974-11-13","Switzerland","Portugal",3,0,"Friendly","Berne","Switzerland",false,"Switzerland",0
"1974-11-13","Turkey","Austria",0,1,"Friendly","Istanbul","Turkey",false,"Austria",0
"1974-11-15","Greece","Cyprus",3,1,"Friendly","Piraeus","Greece",false,"Greece",0
"1974-11-20","England","Portugal",0,0,"UEFA Euro qualification","London","England",false,"draw",1
"1974-11-20","Netherlands","Italy",3,1,"UEFA Euro qualification","Rotterdam","Netherlands",false,"Netherlands",0
"1974-11-20","Scotland","Spain",1,2,"UEFA Euro qualification","Glasgow","Scotland",false,"Spain",0
"1974-11-20","Turkey","Republic of Ireland",1,1,"UEFA Euro qualification","İzmir","Turkey",false,"draw",1
"1974-11-20","Wales","Luxembourg",5,0,"UEFA Euro qualification","Swansea","Wales",false,"Wales",0
"1974-12-01","Turkey","Switzerland",2,1,"UEFA Euro qualification","İzmir","Turkey",false,"Turkey",0
"1974-12-04","Hungary","Switzerland",1,0,"Friendly","Szolnok","Hungary",false,"Hungary",0
"1974-12-18","Greece","Bulgaria",2,1,"UEFA Euro qualification","Piraeus","Greece",false,"Greece",0
"1974-12-29","Italy","Bulgaria",0,0,"Friendly","Genoa","Italy",false,"draw",1
"1975-02-05","Spain","Scotland",1,1,"UEFA Euro qualification","Valencia","Spain",false,"draw",1
"1975-02-19","Italy","Norway",4,1,"Friendly","Florence","Italy",false,"Italy",0
"1975-02-23","Malta","Greece",2,0,"UEFA Euro qualification","Gżira","Malta",false,"Malta",0
"1975-03-16","Luxembourg","Austria",1,2,"UEFA Euro qualification","Luxembourg","Luxembourg",false,"Austria",0
"1975-03-19","Turkey","Romania",1,1,"Friendly","Istanbul","Turkey",false,"draw",1
"1975-03-26","France","Hungary",2,0,"Friendly","Paris","France",false,"France",0
"1975-04-01","Cyprus","Greece",1,2,"Friendly","Nicosia","Cyprus",false,"Greece",0
"1975-04-02","Austria","Hungary",0,0,"UEFA Euro qualification","Vienna","Austria",false,"draw",1
"1975-04-16","England","Cyprus",5,0,"UEFA Euro qualification","London","England",false,"England",0
"1975-04-16","Hungary","Wales",1,2,"UEFA Euro qualification","Budapest","Hungary",false,"Wales",0
"1975-04-16","Sweden","Scotland",1,1,"Friendly","Gothenburg","Sweden",false,"draw",1
"1975-04-17","Spain","Romania",1,1,"UEFA Euro qualification","Madrid","Spain",false,"draw",1
"1975-04-19","Italy","Poland",0,0,"UEFA Euro qualification","Rome","Italy",false,"draw",1
"1975-04-26","France","Portugal",0,2,"Friendly","Colombes","France",false,"Portugal",0
"1975-04-30","Belgium","Netherlands",1,0,"Friendly","Antwerp","Belgium",false,"Belgium",0
"1975-04-30","Switzerland","Turkey",1,1,"UEFA Euro qualification","Basel","Switzerland",false,"draw",1
"1975-05-01","Luxembourg","Wales",1,3,"UEFA Euro qualification","Luxembourg","Luxembourg",false,"Wales",0
"1975-05-10","Republic of Ireland","Switzerland",2,1,"UEFA Euro qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1975-05-11","Cyprus","England",0,1,"UEFA Euro qualification","Limassol","Cyprus",false,"England",0
"1975-05-11","Romania","Denmark",6,1,"UEFA Euro qualification","Bucharest","Romania",false,"Romania",0
"1975-05-13","Scotland","Portugal",1,0,"Friendly","Glasgow","Scotland",false,"Scotland",0
"1975-05-15","Finland","Norway",3,5,"Nordic Championship","Helsinki","Finland",false,"Norway",0
"1975-05-17","Northern Ireland","England",0,0,"British Home Championship","Belfast","Northern Ireland",false,"draw",1
"1975-05-17","Wales","Scotland",2,2,"British Home Championship","Cardiff","Wales",false,"draw",1
"1975-05-20","Scotland","Northern Ireland",3,0,"British Home Championship","Glasgow","Scotland",false,"Scotland",0
"1975-05-21","England","Wales",2,2,"British Home Championship","London","England",false,"draw",1
"1975-05-21","Switzerland","Republic of Ireland",1,0,"UEFA Euro qualification","Berne","Switzerland",false,"Switzerland",0
"1975-05-23","Northern Ireland","Wales",1,0,"British Home Championship","Belfast","Northern Ireland",false,"Northern Ireland",0
"1975-05-24","England","Scotland",5,1,"British Home Championship","London","England",false,"England",0
"1975-05-25","Iceland","France",0,0,"UEFA Euro qualification","Reykjavík","Iceland",false,"draw",1
"1975-06-01","Romania","Scotland",1,1,"UEFA Euro qualification","Bucharest","Romania",false,"draw",1
"1975-06-04","Greece","Malta",4,0,"UEFA Euro qualification","Salonica","Greece",false,"Greece",0
"1975-06-05","Finland","Italy",0,1,"UEFA Euro qualification","Helsinki","Finland",false,"Italy",0
"1975-06-08","Cyprus","Portugal",0,2,"UEFA Euro qualification","Limassol","Cyprus",false,"Portugal",0
"1975-06-11","Bulgaria","Malta",5,0,"UEFA Euro qualification","Sofia","Bulgaria",false,"Bulgaria",0
"1975-06-23","Iceland","Faroe Islands",6,0,"Friendly","Reykjavík","Iceland",false,"Iceland",0
"1975-06-25","Denmark","Finland",2,0,"Nordic Championship","Copenhagen","Denmark",false,"Denmark",0
"1975-06-30","Sweden","Norway",3,1,"UEFA Euro qualification","Solna","Sweden",false,"Sweden",0
"1975-08-13","Norway","Sweden",0,2,"UEFA Euro qualification","Oslo","Norway",false,"Sweden",0
"1975-09-03","Denmark","Scotland",0,1,"UEFA Euro qualification","Copenhagen","Denmark",false,"Scotland",0
"1975-09-03","France","Iceland",3,0,"UEFA Euro qualification","Nantes","France",false,"France",0
"1975-09-03","Netherlands","Finland",4,1,"UEFA Euro qualification","Nijmegen","Netherlands",false,"Netherlands",0
"1975-09-03","Northern Ireland","Sweden",1,2,"UEFA Euro qualification","Belfast","Northern Ireland",false,"Sweden",0
"1975-09-03","Switzerland","England",1,2,"Friendly","Basel","Switzerland",false,"England",0
"1975-09-06","Belgium","Iceland",1,0,"UEFA Euro qualification","Liège","Belgium",false,"Belgium",0
"1975-09-10","Poland","Netherlands",4,1,"UEFA Euro qualification","Chorzów","Poland",false,"Poland",0
"1975-09-24","Greece","Romania",1,1,"Balkan Cup","Salonica","Greece",false,"draw",1
"1975-09-24","Hungary","Austria",2,1,"UEFA Euro qualification","Budapest","Hungary",false,"Hungary",0
"1975-09-25","Sweden","Denmark",0,0,"Nordic Championship","Malmö","Sweden",false,"draw",1
"1975-09-27","Italy","Finland",0,0,"UEFA Euro qualification","Rome","Italy",false,"draw",1
"1975-10-08","Poland","Hungary",4,2,"Friendly","Łódź","Poland",false,"Poland",0
"1975-10-12","Romania","Turkey",2,2,"Friendly","Bucharest","Romania",false,"draw",1
"1975-10-12","Spain","Denmark",2,0,"UEFA Euro qualification","Barcelona","Spain",false,"Spain",0
"1975-10-15","Austria","Luxembourg",6,2,"UEFA Euro qualification","Vienna","Austria",false,"Austria",0
"1975-10-15","Netherlands","Poland",3,0,"UEFA Euro qualification","Amsterdam","Netherlands",false,"Netherlands",0
"1975-10-19","Hungary","Luxembourg",8,1,"UEFA Euro qualification","Szombathely","Hungary",false,"Hungary",0
"1975-10-26","Poland","Italy",0,0,"UEFA Euro qualification","Warsaw","Poland",false,"draw",1
"1975-10-29","Republic of Ireland","Turkey",4,0,"UEFA Euro qualification","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1975-10-29","Northern Ireland","Norway",3,0,"UEFA Euro qualification","Belfast","Northern Ireland",false,"Northern Ireland",0
"1975-10-29","Scotland","Denmark",3,1,"UEFA Euro qualification","Glasgow","Scotland",false,"Scotland",0
"1975-11-15","France","Belgium",0,0,"UEFA Euro qualification","Paris","France",false,"draw",1
"1975-11-16","Romania","Spain",2,2,"UEFA Euro qualification","Bucharest","Romania",false,"draw",1
"1975-11-19","Portugal","England",1,1,"UEFA Euro qualification","Lisbon","Portugal",false,"draw",1
"1975-11-19","Wales","Austria",1,0,"UEFA Euro qualification","Wrexham","Wales",false,"Wales",0
"1975-11-22","Italy","Netherlands",1,0,"UEFA Euro qualification","Rome","Italy",false,"Italy",0
"1975-12-03","Portugal","Cyprus",1,0,"UEFA Euro qualification","Setúbal","Portugal",false,"Portugal",0
"1975-12-17","Scotland","Romania",1,1,"UEFA Euro qualification","Glasgow","Scotland",false,"draw",1
"1975-12-21","Malta","Bulgaria",0,2,"UEFA Euro qualification","Gżira","Malta",false,"Bulgaria",0
"1975-12-30","Italy","Greece",3,2,"Friendly","Florence","Italy",false,"Italy",0
"1976-03-24","Republic of Ireland","Norway",3,0,"Friendly","Dublin","Republic of Ireland",false,"Republic of Ireland",0
"1976-03-24","Wales","England",1,2,"Friendly","Wrexham","Wales",false,"England",0
"1976-04-07","Italy","Portugal",3,1,"Friendly","Turin","Italy",false,"Italy",0
"1976-04-07","Scotland","Switzerland",1,0,"Friendly","Glasgow","Scotland",false,"Scotland",0
"1976-04-24","France","Poland",2,0,"Friendly","Lens","France",false,"France",0
"1976-04-25","Netherlands","Belgium",5,0,"UEFA Euro qualification","Rotterdam","Netherlands",false,"Netherlands",0
"1976-04-28","Austria","Sweden",1,0,"Friendly","Vienna","Austria",false,"Austria",0
"1976-04-30","Switzerland","Hungary",0,1,"Friendly","Lausanne","Switzerland",false,"Hungary",0
"1976-05-06","Greece","Poland",1,0,"Friendly","Athens","Greece",false,"Greece",0
"1976-05-06","Scotland","Wales",3,1,"British Home Championship","Glasgow","Scotland",false,"Scotland",0
"1976-05-08","Scotland","Northern Ireland",3,0,"British Home Championship","Glasgow","Scotland",false,"Scotland",0
"1976-05-08","Wales","England",0,1,"British Home Championship","Cardiff","Wales",false,"England",0
"1976-05-11","England","Northern Ireland",4,0,"British Home Championship","London","England",false,"England",0
"1976-05-11","Sweden","Denmark",1,2,"Friendly","Gothenburg","Sweden",false,"Denmark",0
"1976-05-11","Switzerland","Poland",2,1,"Friendly","Basel","Switzerland",false,"Switzerland",0
"1976-05-12","Bulgaria","Romania",1,0,"Balkan Cup","Veliko Tărnovo","Bulgaria",false,"Bulgaria",0
"1976-05-14","Wales","Northern Ireland",1,0,"British Home Championship","Swansea","Wales",false,"Wales",0
"1976-05-15","Scotland","England",2,1,"British Home Championship","Glasgow","Scotland",false,"Scotland",0
"1976-05-19","Finland","Switzerland",1,0,"Friendly","Kuopio","Finland",false,"Finland",0
"1976-05-19","Norway","Iceland",0,1,"Friendly","Oslo","Norway",false,"Iceland",0
"1976-05-22","Belgium","Netherlands",1,2,"UEFA Euro qualification","Brussels","Belgium",false,"Netherlands",0
"1976-05-22","Hungary","France",1,0,"Friendly","Budapest","Hungary",false,"Hungary",0
"1976-05-23","Cyprus","Denmark",1,5,"FIFA World Cup qualification","Limassol","Cyprus",false,"Denmark",0
"1976-05-26","Poland","Republic of Ireland",0,2,"Friendly","Poznań","Poland",false,"Republic of Ireland",0
"1976-05-28","England","Italy",3,2,"Friendly","New York","United States",true,"England",0
"1976-06-01","Finland","Sweden",0,2,"Nordic Championship","Helsinki","Finland",false,"Sweden",0
"1976-06-05","Italy","Romania",4,2,"Friendly","Milan","Italy",false,"Italy",0
"1976-06-12","Hungary","Austria",2,0,"Friendly","Budapest","Hungary",false,"Hungary",0
"1976-06-13","Finland","England",1,4,"FIFA World Cup qualification","Helsinki","Finland",false,"England",0
"1976-06-16","Faroe Islands","Iceland",1,6,"Friendly","Tórshavn","Faroe Islands",false,"Iceland",0
"1976-06-16","Sweden","Norway",2,0,"FIFA World Cup qualification","Solna","Sweden",false,"Sweden",0
"1976-06-24","Norway","Denmark",0,0,"Nordic Championship","Bergen","Norway",false,"draw",1
"1976-07-14","Finland","Iceland",1,0,"Friendly","Helsinki","Finland",false,"Finland",0
"1976-08-11","Sweden","Finland",6,0,"Nordic Championship","Malmö","Sweden",false,"Sweden",0
"1976-08-17","Switzerland","Bulgaria",2,2,"Friendly","Lucerne","Switzerland",false,"draw",1
"1976-08-21","Iceland","Luxembourg",3,1,"Friendly","Reykjavík","Iceland",false,"Iceland",0
"1976-08-25","Denmark","Norway",3,0,"Nordic Championship","Vejle","Denmark",false,"Denmark",0
"1976-08-25","Finland","Turkey",2,1,"Friendly","Helsinki","Finland",false,"Finland",0
"1976-09-01","Denmark","France",1,1,"Friendly","Copenhagen","Denmark",false,"draw",1
"1976-09-05","Iceland","Belgium",0,1,"FIFA World Cup qualification","Reykjavík","Iceland",false,"Belgium",0
"1976-09-08","England","Republic of Ireland",1,1,"Friendly","London","England",false,"draw",1
"1976-09-08","Iceland","Netherlands",0,1,"FIFA World Cup qualification","Reykjavík","Iceland",false,"Netherlands",0
"1976-09-08","Norway","Switzerland",1,0,"FIFA World Cup qualification","Oslo","Norway",false,"Norway",0
"1976-09-08","Scotland","Finland",6,0,"Friendly","Glasgow","Scotland",false,"Scotland",0
"1976-09-08","Sweden","Hungary",1,1,"Friendly","Solna","Sweden",false,"draw",1
"1976-09-22","Austria","Switzerland",3,1,"Friendly","Linz","Austria",false,"Austria",0
"1976-09-22","Bulgaria","Turkey",2,2,"Friendly","Sofia","Bulgaria",false,"draw",1
"1976-09-22","Denmark","Italy",0,1,"Friendly","Copenhagen","Denmark",false,"Italy",0
"1976-09-22","Finland","Luxembourg",7,1,"FIFA World Cup qualification","Helsinki","Finland",false,"Finland",0
"1976-09-22","Norway","Sweden",3,2,"Nordic Championship","Oslo","Norway",false,"Norway",0
"1976-10-09","Bulgaria","France",2,2,"FIFA World Cup qualification","Sofia","Bulgaria",false,"draw",1
"1976-10-09","Greece","Hungary",1,1,"FIFA World Cup qualification","Piraeus","Greece",false,"draw",1
"1976-10-09","Switzerland","Sweden",1,2,"FIFA World Cup qualification","Basel","Switzerland",false,"Sweden",0
"1976-10-13","Austria","Hungary",2,4,"Friendly","Vienna","Austria",false,"Hungary",0
"1976-10-13","England","Finland",2,1,"FIFA World Cup qualification","London","England",false,"England",0
"1976-10-13","Netherlands","Northern Ireland",2,2,"FIFA World Cup qualification","Rotterdam","Netherlands",false,"draw",1
"1976-10-13","Turkey","Republic of Ireland",3,3,"Friendly","Ankara","Turkey",false,"draw",1
"1976-10-16","Luxembourg","Italy",1,4,"FIFA World Cup qualification","Luxembourg","Luxembourg",false,"Italy",0
"1976-10-16","Portugal","Poland",0,2,"FIFA World Cup qualification","Porto","Portugal",false,"Poland",0
"1976-10-27","Denmark","Cyprus",5,0,"FIFA World Cup qualification","Copenhagen","Denmark",false,"Denmark",0
"1976-10-31","Poland","Cyprus",5,0,"FIFA World Cup qualification","Warsaw","Poland",false,"Poland",0
"1976-10-31","Turkey","Malta",4,0,"FIFA World Cup qualification","İzmir","Turkey",false,"Turkey",0
